"TID","Comment","EN","JP","KR","FR","DE"
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE1",,"I am confident nothing bad will happen to my Dyeshop today. Wait. What's that? Do you see that? Sheep! They're coming this way! Get ready!","私のお店は今日も順調よ。悪いことなんて起きやしなんだから... 待って、あれは何？見える...？羊だわ！こっちに向かってきてる！まあ、大変！","오늘도 염료 제조소는 아무 일 없이 순조롭게 돌아갈 거예요. 잠깐, 저게 뭐죠? 양이잖아요! 이곳으로 달려오고 있어요! 피해요 어서!","Rien de malheureux ne va arriver dans ma teinturerie aujourd'hui. Hein ? Mais... Les moutons ? Oh, non ! Le troupeau fonce droit sur nous !",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE2",,"The sheep blew up half my shop! Why those little! OK... remain calm. Breathing exercises. Now, please gather what I need for maintenance and tackle a sheep on your way out.","羊のせいで、私のお店が半壊したわ！憎たらしいったらありゃしない... ダメよ。落ち着かなきゃ。こんな時は深呼吸して...... ふー、それじゃ修理の材料を集めてきてくれない？あと、行き際に羊をどついてきてね。","양들이 내 가게의 절반을 날려버렸어요! 저 녀석들이 정말! 자, 진정하고, 숨 깊게 들이쉬고, 내쉬고, 휴... 수리할 재료를 모아주실래요? 나가면서 양하고도 좀 싸워주시고요.","Les moutons ont détruit la moitié de mon magasin ! Arrgh... Bon, respire. Respire. Pourriez-vous m'aider à ranger ça et faire sortir les moutons ?",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE3",,"These fixes won't be too tough. I've had bigger mishaps! And what do you know, all of them were sheep related! Let's get to work...","修理はさほど大変じゃないと思うの。もっとひどい状況も経験してるからね。でも、どれもこれも羊が原因ってところが、許せないのよね... ま、作業に移りましょうか。","수리는 그리 어렵지 않을 거예요. 이보다 더한 일도 겪었는 걸요 뭐. 물론 그 일도 양과 관련된 일이죠. 일단 작업을 시작할까요?","Ça va peut-être vous surprendre, mais à chaque fois que j'ai des ennuis, les moutons sont impliqués d'une manière ou d'une autre...",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE1_JOB_01",,"Barricade the front door!","正面玄関を封鎖する","앞문 봉쇄하기","Barricader la porte",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE1_JOB_02",,"Cover the windows!","窓を封鎖する","창문 가리기","Barricader les fenêtres",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE1_JOB_03",,"Cover the other windows!","他の窓も封鎖する","다른 창문 가리기","Sans oublier les fenêtres là-bas",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE1_JOB_04",,"Barricade the other door!","もう1つの入口を封鎖する","다른 문 봉쇄하기","Et la porte de derrière",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE1_JOB_05",,"Sheep proof a dye container","染料入れを羊から保護する","양으로부터 염료 통 지키기","Fermer étanchement la cuve de teinture",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE1_JOB_06",,"Sheep proof a dye container","染料入れを羊から保護する","양으로부터 염료 통 지키기","Fermer étanchement la cuve de teinture",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE1_JOB_07",,"Sheep proof a dye container","染料入れを羊から保護する","양으로부터 염료 통 지키기","Fermer étanchement la cuve de teinture",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE1_JOB_08",,"Sheep proof a dye container","染料入れを羊から保護する","양으로부터 염료 통 지키기","Fermer étanchement la cuve de teinture",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE1_JOB_09",,"Prepare yourselves psychologically","心の準備をする","마음의 준비하기","Se préparer psychologiquement",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE1_JOB_10",,"Study sheep behaviors","羊の行動を観察する","양의 행동 연구하기","Étudier le comportement des moutons",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE1_JOB_11",,"Call for help","助けを呼ぶ","도움 요청하기","Appeler à l'aide",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE1_JOB_12",,"Design an escape route","羊を誘導するルートを設計する","탈출 경로 설계하기","Prévoir un moyen de s'échapper",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE1_JOB_13",,"Build the escape route","誘導するルートを作る","탈출 경로 만들기","Construire un moyen de s'échapper",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE1_JOB_14",,"Make a sheep decoy","羊をおびき出すためにそっくりな着ぐるみを作る","유인용으로 양을 꼭 닮은 인형 만들기","Fabriquer une diversion pour les moutons",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE1_JOB_15",,"Practice wool immersion","着ぐるみを着て動きの練習をする","양 인형탈을 쓰고 움직임 연습하기","S'entraîner à agripper de la laine",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE1_JOB_16",,"Limber up","準備運動をする","준비 운동 하기","S'étirer",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE1_JOB_17",,"Practice inspirational speech in mirror","鏡の前でスピーチの練習をする","거울 앞에서 연설 연습하기","S'entraîner à faire un discours devant le miroir",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE1_JOB_18",,"Deliver inspirational speech","みんなの前で感動的なスピーチを行う","감동적인 연설하기","Faire un discours pour motiver les troupes",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE3_JOB_01",,"Clean a sheep","羊に付いた染料を落とす","염료 묻은 양 닦기","Nettoyer un mouton",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE3_JOB_02",,"Clean a sheep","羊に付いた染料を落とす","염료 묻은 양 닦기","Nettoyer un mouton",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE3_JOB_03",,"Clean a sheep","羊に付いた染料を落とす","염료 묻은 양 닦기","Nettoyer un mouton",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE3_JOB_04",,"Clean a sheep","羊に付いた染料を落とす","염료 묻은 양 닦기","Nettoyer un mouton",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE3_JOB_05",,"Clean a sheep","羊に付いた染料を落とす","염료 묻은 양 닦기","Nettoyer un mouton",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE3_JOB_06",,"Rebuild a dye container","染料入れを作り直す","염료 통 다시 만들기","Reconstruire une cuve à teinture",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE3_JOB_07",,"Rebuild a dye container","染料入れを作り直す","염료 통 다시 만들기","Reconstruire une cuve à teinture",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE3_JOB_08",,"Rebuild a dye container","染料入れを作り直す","염료 통 다시 만들기","Reconstruire une cuve à teinture",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE3_JOB_09",,"Rebuild a dye container","染料入れを作り直す","염료 통 다시 만들기","Reconstruire une cuve à teinture",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE3_JOB_10",,"Fix the door","ドアを修理する","문 수리하기","Réparer la porte",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE3_JOB_11",,"Fix the other door","もう1つのドアを修理する","다른 문 수리하기","Réparer la porte de derrière",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE3_JOB_12",,"Fix the window","窓を修理する","창문 수리하기","Réparer la fenêtre",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE3_JOB_13",,"Fix the other windows","他の窓も修理する","다른 창문 수리하기","Sans oublier les fenêtres là-bas",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE3_JOB_14",,"Offer psychological counseling for helpers","みんなに心理カウンセラーを紹介する","도움을 준 사람들에게 심리 상담 제공하기","Offrir un soutien psychologique aux volontaires",
"TID_CHALLENGE030_DYESHOPEXPLOSION_STAGE3_JOB_15",,"Make a commemorative wool blanket","記念に羊毛のブランケットを作る","기념으로 양털 이불 만들기","Fabriquer une couverture en laine pour commémorer l'événement",
"TID_CHALLENGE030_DYESHOPEXPLOSION_WIN",,"Whew. That really escalated! One minute I'm mixing dyes, the next I'm wrestling pink sheep. I had a feeling this day would get weird! You heard me.","やれやれ、まさかこんなことになるとはね。染料を混ぜてたと思ったら、急に羊にもみくちゃにされるんだもの。嫌な予感がしてたのよ。ね、言った通りでしょ？","파란만장한 날이네요! 염료를 섞고 있었는데 갑자기 분홍색 양이랑 싸우는 상황이라니... 역시 오늘 일진이 나쁠 것 같았어!","Pfiouh ! Quelle aventure ! Je fabrique des teintures et puis deux minutes plus tard, je me bats avec un mouton rose. Je vous avais dit que la journée était étrange.",
"TID_CHALLENGE030_DYESHOPEXPLOSION_LOSE_STAGE1",,"The sheep have breached the perimeter! They're breaking down the doors!","羊が敷地に侵入して、ドアを壊し始めたわ！もう、どうすればいいの！？","양이 안으로 침입해서 문을 부수기 시작했어요!","Les moutons ont percé nos défenses ! Ils vont forcer la porte !",
"TID_CHALLENGE030_DYESHOPEXPLOSION_LOSE_STAGE2",,"This Dyeshop looks like a petting zoo! And it will likely be that way for some time...","これじゃ染料屋も動物園みたいだわ。しばらくはこの状況が続きそうね...","염료 제조소가 아니라 무슨 동물원 같네요! 당분간은 계속 이 상태겠죠?","Cette teinturerie est un vrai zoo ! Et je ne pense pas que ça changera de si tôt...",
"TID_CHALLENGE030_DYESHOPEXPLOSION_LOSE_STAGE3",,"Uh oh... the sheep broke into the Tailor's! Pat's never going to let me hear the end of this.","マズいわ... 羊が仕立屋にまで押し掛けたみたい。パットの愚痴を永遠と聞かされるはめになりそうね。","안돼... 양이 이제 양복점까지 들이닥쳤어요! 한동안 팻의 잔소리를 계속 듣게 생겼네요.","Oh, oh... Les moutons se sont introduits chez le tailleur. Pat ne va jamais nous le pardonner.",
"TID_DECO_EASTERN_WALL",,"Ornate Wall","中華風の壁","화려한 벽","Mur décoré",
"TID_DECO_EASTERN_GATES",,"Ornate Gate","中華風の門","화려한 출입구","Portail décoré",
"TID_DECO_EASTERN_LANTERNLINE",,"Lantern Line","提灯セット","줄에 달린 등불들","Lampions",
"TID_DECO_EASTERN_LANTERN",,"Ornate Lantern","中華風の提灯","화려한 등불","Lanterne décorée",
"TID_DECO_EASTERN_STATUE",,"Serpent Statue","大蛇の像","뱀 조각상","Statue de serpent",
"TID_DECO_EASTERN_BAOS",,"Bao Counter","中華まんのテーブル","만두 테이블","Stand de bao",
"TID_DECO_EASTERN_STALL",,"Ornate Kiosk","中華風のカウンター","화려한 가판대","Kiosque décoré",
"TID_DECO_EASTERN_GONG",,"Gong","どら","징","Gong",
"TID_DECO_EASTERN_TILES_1",,"Double Square Tile","ドット模様のタイル","이중 사각 패턴 타일","Chemin à petits carreaux",
"TID_DECO_EASTERN_TILES_2",,"Sun Tile","太陽の模様のタイル","태양 패턴 타일","Chemin ensoleillé",
"TID_DECO_EASTERN_TILES_3",,"Square Tile","四角い模様のタイル","사각 패턴 타일","Chemin à carreaux",
"TID_DECO_EASTERN_TILES_4",,"Window Tile","窓の模様のタイル","창문 패턴 타일","Chemin en verre",
"TID_DECO_EASTERN_WALL_INFO",,"An intricately shingled wall.","精巧に作られた壁。","화려하고 복잡한 벽입니다.","Mur somptueusement décoré.",
"TID_DECO_EASTERN_GATES_INFO",,"A fancy entrance or exit.","物々しい出入口。","화려한 출입구입니다.","Pour une entrée ou une sortie mémorable.",
"TID_DECO_EASTERN_LANTERNLINE_INFO",,"Hang your lanterns in lovely harmony.","提灯を並べてお祭りだ！","등불이 나란히 달려있습니다.","Des lanternes pour l'harmonie et la paix intérieure.",
"TID_DECO_EASTERN_LANTERN_INFO",,"Their glow brings joy to all who see them.","灯りを見るだけで心が躍ります！","불빛만 봐도 기분이 좋아집니다.","Une lumière qui apaise les cœurs.",
"TID_DECO_EASTERN_STATUE_INFO",,"A local serpent statue.","由緒ある大蛇の像。","현지에 서식하는 뱀 조각상입니다.","Statue d'un serpent notable de la région.",
"TID_DECO_EASTERN_BAOS_INFO",,"Delicious and filling!","ほかほかアツアツ！","맛도 좋고 먹으면 배도 부르는 따끈한 만두입니다.","Délicieux et nourrissants.",
"TID_DECO_EASTERN_STALL_INFO",,"Check in on your favorite events.","ちょっとここで一休み。","좋아하는 이벤트를 확인하세요.","Découvrez vos événements préférés.",
"TID_DECO_EASTERN_GONG_INFO",,"Hear it from the next Valley over.","隣の谷まで鳴り響く。","옆 에버밸리까지 울려 퍼집니다.","S'entend dans les autres vallées.",
"TID_DECO_EASTERN_TILES_1_INFO",,"Ornate patterned tile.","線対称のタイル。","화려한 패턴의 타일입니다.","Carreaux décoratifs.",
"TID_DECO_EASTERN_TILES_2_INFO",,"Ornate patterned tile.","線対称のタイル。","화려한 패턴의 타일입니다.","Carreaux décoratifs.",
"TID_DECO_EASTERN_TILES_3_INFO",,"Ornate patterned tile.","線対称のタイル。","화려한 패턴의 타일입니다.","Carreaux décoratifs.",
"TID_DECO_EASTERN_TILES_4_INFO",,"Ornate patterned tile.","線対称のタイル。","화려한 패턴의 타일입니다.","Carreaux décoratifs.",
"TID_NECTAR_OFFER_DESCRIPTION",,"Boost Villager Speed","村人の作業速度が上がります","마을 주민들의 속도가 빨라집니다.","Booste la vitesse des villageois",
"TID_GOLD_OFFER_DESCRIPTION",,"Make New Buildings","新しい建物を建設できます","새 건물을 지을 수 있습니다.","Pour lancer de nouveaux bâtiments",
"TID_KNOWLEDGEPOINTS_OFFER_DESCRIPTION",,"Research Village Tech","村の開発を進めることができます","마을의 기술을 연구하세요.","Rechercher la technologie",
"TID_SHOP_OFFER_LEVELUP06_TITLE",,"Level 6 Bundle!","レベル6パック","6레벨 번들!","Lot niveau 6",
"TID_SHOP_OFFER_LEVELUP07_TITLE",,"Level 7 Bundle!","レベル7パック","7레벨 번들!","Lot niveau 7",
"TID_SHOP_OFFER_LEVELUP08_TITLE",,"Level 8 Bundle!","レベル8パック","8레벨 번들!","Lot niveau 8",
"TID_SHOP_OFFER_LEVELUP09_TITLE",,"Level 9 Bundle!","レベル9パック","9레벨 번들!","Lot niveau 9",
"TID_SHOP_OFFER_LEVELUP10_TITLE",,"Level 10 Bundle!","レベル10パック","10레벨 번들!","Lot niveau 10",
"TID_SHOP_OFFER_LEVELUP06_INFO",,"Boost your village with a heap of helpful goodies!","便利なアイテムで村を発展させましょう！","유용한 아이템으로 마을을 성장시키세요!","Boostez votre village grâce à ce lot très utile.",
"TID_SHOP_OFFER_LEVELUP07_INFO",,"Boost your village with a heap of helpful goodies!","便利なアイテムで村を発展させましょう！","유용한 아이템으로 마을을 성장시키세요!","Boostez votre village grâce à ce lot très utile.",
"TID_SHOP_OFFER_LEVELUP08_INFO",,"Boost your village with a heap of helpful goodies!","便利なアイテムで村を発展させましょう！","유용한 아이템으로 마을을 성장시키세요!","Boostez votre village grâce à ce lot très utile.",
